chunk_id,chunk,question
22,"est postérieure au décès. En l'absence d'héritier, la demande peut être formée par le ministère public. Article 728 N'est pas exclu de la succession le successible frappé d'une cause d'indignité prévue aux articles 726 et 727, lorsque le défunt, postérieurement aux faits et à la connaissance qu'il en a eue, a précisé, par une déclaration expresse de volonté en la forme testamentaire, qu'il entend le maintenir dans ses droits héréditaires ou lui a fait une libéralité universelle ou à titre universel. Article 729 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'héritier exclu de la succession pour cause d'indignité est tenu de rendre tous les fruits et tous les revenus dont il a eu la jouissance depuis l'ouverture de la succession. Article 729-1 Les enfants de l'indigne ne sont pas exclus par la faute de leur auteur, soit qu'ils viennent à la succession de leur chef, soit qu'ils y viennent par l'effet de la représentation ; mais l'indigne ne peut, en aucun cas, réclamer, sur les biens de cette succession, la jouissance que la loi accorde aux père et mère sur les biens de leurs enfants. Section 2 : De la preuve de la qualité d'héritier. Article 730 La preuve de la qualité d'héritier s'établit par tous moyens. Il n'est pas dérogé aux dispositions ni aux usages concernant la délivrance de certificats de propriété ou d'hérédité par des autorités judiciaires ou administratives. Article 730-1 La preuve de la qualité d'héritier peut résulter d'un acte de notoriété dressé par un notaire, à la demande d'un ou plusieurs ayants droit. L'acte de notoriété doit viser l'acte de décès de la personne dont la succession est ouverte et faire mention des pièces justificatives qui ont pu être produites, tels les actes de l'état civil et, éventuellement, les documents qui concernent l'existence de libéralités à cause de mort pouvant avoir une incidence sur la dévolution successorale. Il contient l'affirmation, signée du ou des ayants droit auteurs de la demande, qu'ils ont vocation, seuls ou avec d'autres qu'ils désignent, à recueillir tout ou partie de la succession du défunt. Toute personne dont les dires paraîtraient utiles peut être appelée à l'acte. Il est fait mention de l'existence de l'acte de notoriété en marge de l'acte de décès. Article 730-2 L'affirmation contenue dans l'acte de notoriété n'emporte pas, par elle-même, acceptation de la succession. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 730-3 L'acte de notoriété ainsi établi fait foi jusqu'à preuve contraire. Celui qui s'en prévaut est présumé avoir des droits héréditaires dans la proportion qui s'y trouve indiquée. Article 730-4 Les héritiers désignés dans l'acte de notoriété ou leur mandataire commun sont réputés, à l'égard des tiers détenteurs de biens de la succession, avoir la libre disposition de ces biens et, s'il s'agit de fonds, la libre disposition de ceux-ci dans la proportion indiquée à l'acte. Article 730-5 Celui qui, sciemment et de mauvaise foi, se prévaut","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Qui peut former une demande en l'absence d'héritier ?**"
23,"éléments actifs ou passifs de la succession ou qui n'a pas affecté au paiement des créanciers de la succession la valeur des biens conservés ou le prix des biens aliénés est déchu de l'acceptation à concurrence de l'actif net. Il est réputé acceptant pur et simple à compter de l'ouverture de la succession. Article 801 Tant que la prescription du droit d'accepter n'est pas acquise contre lui, l'héritier peut révoquer son acceptation à concurrence de l'actif net en acceptant purement et simplement. Cette acceptation rétroagit au jour de l'ouverture de la succession. L'acceptation à concurrence de l'actif net empêche toute renonciation à la succession. Article 802 Malgré la déchéance ou la révocation de l'acceptation à concurrence de l'actif net, les créanciers successoraux et les légataires de sommes d'argent conservent l'exclusivité des poursuites sur les biens mentionnés au premier alinéa de l'article 798. Article 803 Les frais de scellés, d'inventaire et de compte sont à la charge de la succession. Ils sont payés en frais privilégiés de partage. Section 4 : De la renonciation à la succession. Article 804 La renonciation à une succession ne se présume pas. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Pour être opposable aux tiers, la renonciation opérée par l'héritier universel ou à titre universel doit être adressée ou déposée au tribunal dans le ressort duquel la succession s'est ouverte ou faite devant notaire. Dans le mois suivant la renonciation, le notaire qui l'a reçue en adresse copie au tribunal dans le ressort duquel la succession s'est ouverte. Article 805 L'héritier qui renonce est censé n'avoir jamais été héritier. Sous réserve des dispositions de l'article 845, la part du renonçant échoit à ses représentants ; à défaut, elle accroît à ses cohéritiers ; s'il est seul, elle est dévolue au degré subséquent. Article 806 Le renonçant n'est pas tenu au paiement des dettes et charges de la succession. Toutefois, il est tenu à proportion de ses moyens au paiement des frais funéraires de l'ascendant ou du descendant à la succession duquel il renonce. Article 807 Tant que la prescription du droit d'accepter n'est pas acquise contre lui, l'héritier peut révoquer sa renonciation en acceptant la succession purement et simplement, si elle n'a pas été déjà acceptée par un autre héritier ou si l'Etat n'a pas déjà été envoyé en possession. Cette acceptation rétroagit au jour de l'ouverture de la succession, sans toutefois remettre en cause les droits qui peuvent être acquis à des tiers sur les biens de la succession par prescription ou par actes valablement faits avec le curateur à la succession vacante. Article 808 Les frais légitimement engagés par l'héritier avant sa renonciation sont à la charge de la succession. Chapitre V : Des successions vacantes et des successions en déshérence Section 1 : Des successions vacantes. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Paragraphe 1 : De l'ouverture de la vacance. Article 809 La succession","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Combien de temps a un héritier pour révoquer sa renonciation à une succession, tant que la prescription du droit d'accepter n'est pas acquise ?**"
24,"égale au profit subsistant, les intérêts courent du jour de la liquidation. Article 1474 Les prélèvements en biens communs constituent une opération de partage. Ils ne confèrent à l'époux qui les exerce aucun droit d'être préféré aux créanciers de la communauté, sauf la préférence résultant, s'il y a lieu, de l'hypothèque légale. Article 1475 Après que tous les prélèvements ont été exécutés sur la masse, le surplus se partage par moitié entre les époux. Si un immeuble de la communauté est l'annexe d'un autre immeuble appartenant en propre à l'un des conjoints, ou s'il est contigu à cet immeuble, le conjoint propriétaire a la faculté de se le faire attribuer par imputation sur sa part ou moyennant soulte, d'après la valeur du bien au jour où l'attribution est demandée. Article 1476 Le partage de la communauté, pour tout ce qui concerne ses formes, le maintien de l'indivision et l'attribution préférentielle, la licitation des biens, les effets du partage, la garantie et les soultes, est soumis à toutes les règles qui sont établies au titre "" Des successions "" pour les partages entre cohéritiers. Toutefois, pour les communautés dissoutes par divorce, séparation de corps ou séparation de biens, l'attribution préférentielle n'est jamais de droit, et il peut toujours être décidé que la totalité de la soulte éventuellement due sera payable comptant. Article 1477 Celui des époux qui aurait détourné ou recelé quelques effets de la communauté est privé de sa portion dans lesdits effets. De même, celui qui aurait dissimulé sciemment l'existence d'une dette commune doit l'assumer définitivement. Article 1478 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Après le partage consommé, si l'un des deux époux est créancier personnel de l'autre, comme lorsque le prix de son bien a été employé à payer une dette personnelle de son conjoint, ou pour toute autre cause, il exerce sa créance sur la part qui est échue à celui-ci dans la communauté ou sur ses biens personnels. Article 1479 Les créances personnelles que les époux ont à exercer l'un contre l'autre ne donnent pas lieu à prélèvement et ne portent intérêt que du jour de la sommation. Sauf convention contraire des parties, elles sont évaluées selon les règles de l'article 1469, troisième alinéa, dans les cas prévus par celui-ci ; les intérêts courent alors du jour de la liquidation. Article 1480 Les donations que l'un des époux a pu faire à l'autre ne s'exécutent que sur la part du donateur dans la communauté et sur ses biens personnels. Paragraphe 3 : De l'obligation et de la contribution au passif après la dissolution. Article 1482 Chacun des époux peut être poursuivi pour la totalité des dettes existantes, au jour de la dissolution, qui étaient entrées en communauté de son chef. Article 1483 Chacun des époux ne peut être poursuivi que pour la moitié des dettes qui étaient entrées en communauté du chef de son conjoint. Après le partage et sauf en cas de recel, il n'en","Voici une question factuelle dont la réponse se trouve dans le contexte :

Quel article stipule que celui des époux qui aurait détourné ou recelé des effets de la communauté est privé de sa portion dans ces effets ?"
25,"14 septembre 2024 - Document généré le 10 février 2025 Livre III : Des différentes manières dont on acquiert la propriété Titre XVI : De la convention d'arbitrage Article 2059 Toutes personnes peuvent compromettre sur les droits dont elles ont la libre disposition. Article 2060 On ne peut compromettre sur les questions d'état et de capacité des personnes, sur celles relatives au divorce et à la séparation de corps ou sur les contestations intéressant les collectivités publiques et les établissements publics et plus généralement dans toutes les matières qui intéressent l'ordre public. Toutefois, des catégories d'établissements publics à caractère industriel et commercial peuvent être autorisées par décret à compromettre. Article 2061 La clause compromissoire doit avoir été acceptée par la partie à laquelle on l'oppose, à moins que celle-ci n'ait succédé aux droits et obligations de la partie qui l'a initialement acceptée. Lorsque l'une des parties n'a pas contracté dans le cadre de son activité professionnelle, la clause ne peut lui être opposée. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Livre III : Des différentes manières dont on acquiert la propriété Titre XVII : De la convention de procédure participative Article 2062 La convention de procédure participative est une convention par laquelle les parties à un différend s'engagent à œuvrer conjointement et de bonne foi à la résolution amiable de leur différend ou à la mise en état de leur litige. Cette convention est conclue pour une durée déterminée. Article 2063 La convention de procédure participative est, à peine de nullité, contenue dans un écrit qui précise : 1° Son terme ; 2° L'objet du différend ; 3° Les pièces et informations nécessaires à la résolution du différend ou à la mise en état du litige et les modalités de leur échange . 4° Le cas échéant, les actes contresignés par avocats que les parties s'accordent à établir, dans des conditions prévues par décret en Conseil d'Etat. Article 2064 Toute personne, assistée de son avocat, peut conclure une convention de procédure participative sur les droits dont elle a la libre disposition, sous réserve des dispositions de l'article 2067. Article 2065 Tant qu'elle est en cours, la convention de procédure participative conclue avant la saisine d'un juge rend irrecevable tout recours au juge pour qu'il statue sur le litige. Toutefois, l'inexécution de la convention par l'une des parties autorise une autre partie à saisir le juge pour qu'il statue sur le litige. En cas d'urgence, la convention ne fait pas obstacle à ce que des mesures provisoires ou conservatoires soient demandées par les parties. Article 2066 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Sans préjudice du 7° de l'article L. 111-3 du code des procédures civiles d'exécution, les parties qui, au terme de la convention de procédure participative, parviennent à un accord réglant en tout ou partie leur différend peuvent soumettre cet accord à l'homologation du juge. Lorsque, faute de parvenir à un","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Sur quelles questions les personnes ne peuvent-elles pas conclure une convention d'arbitrage ?**"
26,"juge aux affaires familiales peut organiser le droit de visite dans un espace de rencontre désigné à cet effet. Lorsque l'intérêt de l'enfant le commande ou lorsque la remise directe de l'enfant à l'autre parent présente un danger pour l'un d'eux, le juge en organise les modalités pour qu'elle présente toutes les garanties nécessaires. Il peut prévoir qu'elle s'effectue dans un espace de rencontre qu'il désigne, ou avec l'assistance d'un tiers de confiance ou du représentant d'une personne morale qualifiée. Le parent qui n'a pas l'exercice de l'autorité parentale conserve le droit et le devoir de surveiller l'entretien et l'éducation de l'enfant. Il doit être informé des choix importants relatifs à la vie de ce dernier. Il doit respecter l'obligation qui lui incombe en vertu de l'article 371-2. Article 373-2-2 I.-En cas de séparation entre les parents, ou entre ceux-ci et l'enfant, la contribution à son entretien et à son éducation prend la forme d'une pension alimentaire versée, selon le cas, par l'un des parents à l'autre, ou à la personne à laquelle l'enfant a été confié. Les modalités et les garanties de cette pension alimentaire sont fixées par : 1° Une décision judiciaire ; 2° Une convention homologuée par le juge ; 3° Une convention de divorce ou de séparation de corps par consentement mutuel selon les modalités prévues à l'article 229-1 ; 4° Un acte reçu en la forme authentique par un notaire ; 5° Une convention à laquelle l'organisme débiteur des prestations familiales a donné force exécutoire en application de l'article L. 582-2 du code de la sécurité sociale. 6° Une transaction ou un acte constatant un accord issu d'une médiation, d'une conciliation ou d'une procédure participative, lorsqu'ils sont contresignés par les avocats de chacune des parties et revêtus de la Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 formule exécutoire par le greffe de la juridiction compétente en application du 7° de l'article L. 111-3 du code des procédures civiles d'exécution. Il peut être notamment prévu le versement de la pension alimentaire par virement bancaire ou par tout autre moyen de paiement. Cette pension peut en tout ou partie prendre la forme d'une prise en charge directe de frais exposés au profit de l'enfant ou être, en tout ou partie, servie sous forme d'un droit d'usage et d'habitation. II.-Lorsque la pension est fixée en tout ou partie en numéraire par un des titres mentionnés aux 1° à 6° du I, son versement par l'intermédiaire de l'organisme débiteur des prestations familiales au parent créancier est mis en place, pour la part en numéraire, dans les conditions et selon les modalités prévues au chapitre II du titre VIII du livre V du code de la sécurité sociale et par le code de procédure civile. Toutefois, l'intermédiation n'est pas mise en place dans les cas suivants : 1° En cas de refus des deux parents, ce refus devant être mentionné dans les titres mentionnés au I du présent article et pouvant,","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Comment la contribution à l'entretien et à l'éducation d'un enfant peut-elle prendre la forme d'une pension alimentaire en cas de séparation des parents ?**"
27,"n° 89-1008 du 31 décembre 1989 relative au développement des entreprises commerciales et artisanales et à l'amélioration de leur environnement économique, juridique et social et l'article L. 321-21-1 du code rural et de la pêche maritime ; -l'indemnité de fin de contrat prévue à l'article L. 1243-8 du code du travail et l'indemnité de précarité d'emploi prévue à l'article L. 1251-32 du même code ; -l'indemnité due en raison de l'inobservation du préavis prévue à l'article L. 1234-5 du code du travail et l'indemnité compensatrice prévue à l'article L. 1226-14 du même code ; -les indemnités dues pour les congés payés prévues aux articles L. 3141-24 et suivants du même code ; Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 -les indemnités de licenciement dues en application des conventions collectives de travail, des accords collectifs d'établissement, des règlements de travail, des usages, des dispositions des articles L. 1226-14, L. 1234-9, L. 7112-3 à L. 7112-5 du code du travail pour la totalité de la portion inférieure ou égale au plafond visé à l'article L. 3253-2 du même code et pour le quart de la portion supérieure audit plafond ; -les indemnités dues, le cas échéant, aux salariés, en application des articles L. 1226-15, L. 1226-20, L. 1226-21, L. 1235-2 à L. 1235-4, L. 1235-11, L. 1235-12, L. 1235-14 et L. 1243-4 du code du travail ; 4° Pendant la dernière année, les produits livrés par un producteur agricole dans le cadre d'un accord interprofessionnel à long terme homologué, ainsi que les sommes dues par tout contractant d'un exploitant agricole en application d'un contrat-type homologué. Article 2331-1 Les privilèges du Trésor public et des caisses de Sécurité sociale sont déterminés par les lois qui les concernent. Section 2 : Des privilèges spéciaux Article 2332 Outre celles prévues par des lois spéciales, les créances privilégiées sur certains meubles sont : 1° Toutes les sommes dues en exécution d'un bail ou de l'occupation d'un immeuble, sur le mobilier garnissant les lieux et appartenant au débiteur, y compris, le cas échéant, le mobilier d'exploitation et la récolte de l'année ; 2° Les frais de conservation d'un meuble, sur celui-ci ; 3° Le prix de vente d'un meuble, sur celui-ci ; 4° Les créances nées du contrat de travail de l'auxiliaire salarié d'un travailleur à domicile répondant à la définition de l'article L. 7412-1 du code du travail, sur les sommes dues à ce travailleur par les donneurs d'ouvrage. Section 3 : Du classement des privilèges Article 2332-1 Sauf dispositions contraires, les privilèges spéciaux priment les privilèges généraux. Article 2332-2 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Les privilèges généraux s'exercent dans l'ordre de l'article 2331, à l'exception du privilège du Trésor public, dont le rang est déterminé par les lois qui le concernent, et du privilège des caisses de sécurité sociale, qui vient au même rang que le privilège des salariés. Les créanciers privilégiés qui sont dans","Voici une question factuelle dont la réponse se trouve dans le contexte :

Quelles sont les créances privilégiées sur certains meubles, outre celles prévues par des lois spéciales ?"
28,"généré le 10 février 2025 Pour les besoins de leur publication, les ordonnances d'exécution forcée portant sur des lots dépendant d'un immeuble soumis au statut de la copropriété sont réputées ne pas porter sur la quote-part des parties communes comprises dans ces lots. Néanmoins, les créanciers saisissants exercent leur droit sur ladite quote-part, prise dans sa consistance au moment de la mutation dont le prix forme l'objet de la distribution. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025","Voici une question factuelle dont la réponse se trouve dans le contexte :

**À quelle date le document du Code civil a-t-il été généré ?**"
29,"et des garanties pour l'avenir. Les juges peuvent, suivant la gravité des circonstances, ou prononcer l'extinction absolue de l'usufruit, ou n'ordonner la rentrée du propriétaire dans la jouissance de l'objet qui en est grevé, que sous la charge de payer annuellement à l'usufruitier, ou à ses ayants cause, une somme déterminée, jusqu'à l'instant où l'usufruit aurait dû cesser. Article 619 L'usufruit qui n'est pas accordé à des particuliers ne dure que trente ans. Article 620 L'usufruit accordé jusqu'à ce qu'un tiers ait atteint un âge fixe dure jusqu'à cette époque, encore que le tiers soit mort avant l'âge fixé. Article 621 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 En cas de vente simultanée de l'usufruit et de la nue-propriété d'un bien, le prix se répartit entre l'usufruit et la nue-propriété selon la valeur respective de chacun de ces droits, sauf accord des parties pour reporter l'usufruit sur le prix. La vente du bien grevé d'usufruit, sans l'accord de l'usufruitier, ne modifie pas le droit de ce dernier, qui continue à jouir de son usufruit sur le bien s'il n'y a pas expressément renoncé. Article 622 Les créanciers de l'usufruitier peuvent faire annuler la renonciation qu'il aurait faite à leur préjudice. Article 623 Si une partie seulement de la chose soumise à l'usufruit est détruite, l'usufruit se conserve sur ce qui reste. Article 624 Si l'usufruit n'est établi que sur un bâtiment, et que ce bâtiment soit détruit par un incendie ou autre accident, ou qu'il s'écroule de vétusté, l'usufruitier n'aura le droit de jouir ni du sol ni des matériaux. Si l'usufruit était établi sur un domaine dont le bâtiment faisait partie, l'usufruitier jouirait du sol et des matériaux. Chapitre II : De l'usage et de l'habitation Article 625 Les droits d'usage et d'habitation s'établissent et se perdent de la même manière que l'usufruit. Article 626 On ne peut en jouir, comme dans le cas de l'usufruit, sans donner préalablement caution et sans faire des états et inventaires. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 627 L'usager, et celui qui a un droit d'habitation, doivent jouir raisonnablement. Article 628 Les droits d'usage et d'habitation se règlent par le titre qui les a établis et reçoivent, d'après ses dispositions, plus ou moins d'étendue. Article 629 Si le titre ne s'explique pas sur l'étendue de ces droits ils sont réglés ainsi qu'il suit. Article 630 Celui qui a l'usage des fruits d'un fonds ne peut en exiger qu'autant qu'il lui en faut pour ses besoins et ceux de sa famille. Il peut en exiger pour les besoins même des enfants qui lui sont survenus depuis la concession de l'usage. Article 631 L'usager ne peut céder ni louer son droit à un autre. Article 632 Celui qui a un droit d'habitation dans une maison peut y demeurer avec sa famille, quand même il n'aurait pas été marié à l'époque où ce droit lui a","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Combien de temps dure un usufruit qui n'est pas accordé à des particuliers ?**"
30,"un complément de gage si le constituant ne satisfait pas à son obligation de conservation du gage. Article 2345 Sauf convention contraire, lorsque le détenteur du bien gagé est le créancier de la dette garantie, il perçoit les fruits de ce bien et les impute sur les intérêts ou, à défaut, sur le capital de la dette. Article 2346 A défaut de paiement de la dette garantie, le créancier peut poursuivre la vente du bien gagé. Cette vente a lieu selon les modalités prévues par le code des procédures civiles d'exécution sans que la convention de gage puisse y déroger. Lorsque le gage est constitué en garantie d'une dette professionnelle, le créancier peut faire procéder à la vente publique des biens gagés par un notaire, un huissier de justice, un commissaire-priseur judiciaire ou un courtier de marchandises assermenté, huit jours après une simple signification faite au débiteur et, le cas échéant, au tiers constituant du gage. Article 2347 Le créancier peut aussi faire ordonner en justice que le bien lui demeurera en paiement. Lorsque la valeur du bien excède le montant de la dette garantie, la somme égale à la différence est versée au constituant ou, s'il existe d'autres créanciers gagistes, est consignée. Article 2348 Il peut être convenu, lors de la constitution du gage ou postérieurement, qu'à défaut d'exécution de l'obligation garantie le créancier deviendra propriétaire du bien gagé. La valeur du bien est déterminée au jour du transfert par un expert désigné à l'amiable ou judiciairement, à défaut de cotation officielle du bien sur une plate-forme de négociation au sens du code monétaire et financier. Toute clause contraire est réputée non écrite. Lorsque cette valeur excède le montant de la dette garantie, la somme égale à la différence est versée au constituant ou, s'il existe d'autres créanciers gagistes, est consignée. Article 2349 Le gage est indivisible nonobstant la divisibilité de la dette entre les héritiers du débiteur ou ceux du créancier. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'héritier du débiteur qui a payé sa portion de dette ne peut demander la restitution de sa portion dans le gage tant que la dette n'est pas entièrement acquittée. Réciproquement, l'héritier du créancier, qui a reçu sa portion de créance, ne peut remettre le gage au préjudice de ceux de ses cohéritiers qui ne sont pas payés. Article 2350 Le séquestre ou la consignation de sommes, effets ou valeurs, ordonné judiciairement à titre de garantie ou à titre conservatoire, emporte affectation spéciale et droit de préférence au sens de l'article 2333. Chapitre III : Du nantissement de meubles incorporels. Article 2355 Le nantissement est l'affectation, en garantie d'une obligation, d'un bien meuble incorporel ou d'un ensemble de biens meubles incorporels, présents ou futurs. Il est conventionnel ou judiciaire. Le nantissement judiciaire est régi par les dispositions applicables aux procédures civiles d'exécution. Le nantissement conventionnel qui porte sur les créances est régi, à défaut de dispositions spéciales, par le présent chapitre. Celui","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Selon l'article 2346 du Code civil, à défaut de paiement de la dette garantie, quelles sont les modalités selon lesquelles le créancier peut poursuivre la vente du bien gagé, et cette vente peut-elle déroger à ces modalités selon la convention de gage ?**"
31,"durée déterminée, les contractants continuent d'en exécuter les obligations, il y a tacite reconduction. Celle-ci produit les mêmes effets que le renouvellement du contrat. Section 4 : La cession de contrat Article 1216 Un contractant, le cédant, peut céder sa qualité de partie au contrat à un tiers, le cessionnaire, avec l'accord de son cocontractant, le cédé. Cet accord peut être donné par avance, notamment dans le contrat conclu entre les futurs cédant et cédé, auquel cas la cession produit effet à l'égard du cédé lorsque le contrat conclu entre le cédant et le cessionnaire lui est notifié ou lorsqu'il en prend acte. La cession doit être constatée par écrit, à peine de nullité. Article 1216-1 Si le cédé y a expressément consenti, la cession de contrat libère le cédant pour l'avenir. A défaut, et sauf clause contraire, le cédant est tenu solidairement à l'exécution du contrat. Article 1216-2 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Le cessionnaire peut opposer au cédé les exceptions inhérentes à la dette, telles que la nullité, l'exception d'inexécution, la résolution ou la compensation de dettes connexes. Il ne peut lui opposer les exceptions personnelles au cédant. Le cédé peut opposer au cessionnaire toutes les exceptions qu'il aurait pu opposer au cédant. Article 1216-3 Si le cédant n'est pas libéré par le cédé, les sûretés qui ont pu être consenties subsistent. Dans le cas contraire, les sûretés consenties par le cédant ou par des tiers ne subsistent qu'avec leur accord. Si le cédant est libéré, ses codébiteurs solidaires restent tenus déduction faite de sa part dans la dette. Section 5 : L'inexécution du contrat Article 1217 La partie envers laquelle l'engagement n'a pas été exécuté, ou l'a été imparfaitement, peut : - refuser d'exécuter ou suspendre l'exécution de sa propre obligation ; - poursuivre l'exécution forcée en nature de l'obligation ; - obtenir une réduction du prix ; - provoquer la résolution du contrat ; - demander réparation des conséquences de l'inexécution. Les sanctions qui ne sont pas incompatibles peuvent être cumulées ; des dommages et intérêts peuvent toujours s'y ajouter. Article 1218 Il y a force majeure en matière contractuelle lorsqu'un événement échappant au contrôle du débiteur, qui ne pouvait être raisonnablement prévu lors de la conclusion du contrat et dont les effets ne peuvent être évités par des mesures appropriées, empêche l'exécution de son obligation par le débiteur. Si l'empêchement est temporaire, l'exécution de l'obligation est suspendue à moins que le retard qui en résulterait ne justifie la résolution du contrat. Si l'empêchement est définitif, le contrat est résolu de plein droit et les parties sont libérées de leurs obligations dans les conditions prévues aux articles 1351 et 1351-1. Sous-section 1 : L'exception d'inexécution Article 1219 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Une partie peut refuser d'exécuter son obligation, alors même que celle-ci est exigible, si l'autre n'exécute pas la sienne et si cette","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Qu'est-ce que la tacite reconduction d'un contrat à durée déterminée ?**"
32,"doit indemniser le gérant selon les règles de l'enrichissement injustifié. Chapitre II : Le paiement de l'indu Article 1302 Tout paiement suppose une dette ; ce qui a été reçu sans être dû est sujet à restitution. La restitution n'est pas admise à l'égard des obligations naturelles qui ont été volontairement acquittées. Article 1302-1 Celui qui reçoit par erreur ou sciemment ce qui ne lui est pas dû doit le restituer à celui de qui il l'a indûment reçu. Article 1302-2 Celui qui par erreur ou sous la contrainte a acquitté la dette d'autrui peut agir en restitution contre le créancier. Néanmoins ce droit cesse dans le cas où le créancier, par suite du paiement, a détruit son titre ou abandonné les sûretés qui garantissaient sa créance. La restitution peut aussi être demandée à celui dont la dette a été acquittée par erreur. Article 1302-3 La restitution est soumise aux règles fixées aux articles 1352 à 1352-9. Elle peut être réduite si le paiement procède d'une faute. Chapitre III : L'enrichissement injustifié Article 1303 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 En dehors des cas de gestion d'affaires et de paiement de l'indu, celui qui bénéficie d'un enrichissement injustifié au détriment d'autrui doit, à celui qui s'en trouve appauvri, une indemnité égale à la moindre des deux valeurs de l'enrichissement et de l'appauvrissement. Article 1303-1 L'enrichissement est injustifié lorsqu'il ne procède ni de l'accomplissement d'une obligation par l'appauvri ni de son intention libérale. Article 1303-2 Il n'y a pas lieu à indemnisation si l'appauvrissement procède d'un acte accompli par l'appauvri en vue d'un profit personnel. L'indemnisation peut être modérée par le juge si l'appauvrissement procède d'une faute de l'appauvri. Article 1303-3 L'appauvri n'a pas d'action sur ce fondement lorsqu'une autre action lui est ouverte ou se heurte à un obstacle de droit, tel que la prescription. Article 1303-4 L'appauvrissement constaté au jour de la dépense, et l'enrichissement tel qu'il subsiste au jour de la demande, sont évalués au jour du jugement. En cas de mauvaise foi de l'enrichi, l'indemnité due est égale à la plus forte de ces deux valeurs. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Livre III : Des différentes manières dont on acquiert la propriété Titre IV : Du régime général des obligations Chapitre Ier : Les modalités de l'obligation Section 1 : L'obligation conditionnelle Article 1304 L'obligation est conditionnelle lorsqu'elle dépend d'un événement futur et incertain. La condition est suspensive lorsque son accomplissement rend l'obligation pure et simple. Elle est résolutoire lorsque son accomplissement entraîne l'anéantissement de l'obligation. Article 1304-1 La condition doit être licite. A défaut, l'obligation est nulle. Article 1304-2 Est nulle l'obligation contractée sous une condition dont la réalisation dépend de la seule volonté du débiteur. Cette nullité ne peut être invoquée lorsque l'obligation a été exécutée en connaissance de cause. Article 1304-3 La condition suspensive est réputée accomplie si celui qui y avait intérêt","Selon le contexte fourni, sous quelle conditions l'enrichissement est-il considéré comme ""injustifié"" ?"
